start_timestamp,end_timestamp,IR_mean,IR_variance,IR_std,US_TOF_us_mean,IR_distance_mean_cm
548,3355,278.0,1080.5,32.8709598277872,1214.1,18.55
697,3504,277.75,1092.6875,33.05582399517519,1213.8,18.55
844,3651,276.5,1126.75,33.5670969849941,1214.1,18.55
992,3799,273.95,1089.6474999999996,33.00980914819108,1214.1,18.5
1139,3946,276.95,1188.9475,34.481118021317116,1214.1,18.55
1288,4094,280.1,1251.79,35.3806444260135,1213.8,18.7
1435,4242,280.05,1255.2475000000002,35.42947219477028,1214.1,18.55
1583,4389,277.25,1197.2875,34.60184243649462,1214.1,18.65
1731,4537,277.9,1162.0900000000001,34.08944118051805,1214.1,18.55
1879,4685,274.6,1091.1399999999999,33.032408328791284,1213.75,18.35
2026,4833,277.3,1177.81,34.31923658824596,1214.05,18.35
2173,4980,277.45,1172.1474999999998,34.2366397299735,1214.05,18.35
2322,5128,275.0,1185.5,34.43109060137364,1214.05,18.35
2469,5276,278.1,1299.8899999999999,36.053987296830286,1213.75,18.6
2617,5424,275.65,1252.7275000000002,35.39389071577184,1213.75,18.4
2764,5571,275.65,1252.7275,35.39389071577184,1213.75,18.45
2913,5719,269.9,703.8900000000001,26.530925351370616,1213.75,18.4
3060,5867,270.75,705.8875,26.568543430154392,1213.45,18.15
3208,6014,270.85,704.1274999999998,26.535400882594555,1213.45,18.35
3355,6162,269.7,738.1099999999999,27.16817991695432,1213.45,18.45
3504,6309,270.65,715.9275,26.756821560118084,1213.45,18.7
3651,6458,270.95,705.8475,26.567790649581685,1213.45,18.7
3799,6605,271.55,688.7475000000002,26.24399931412894,1213.45,18.7
3946,6753,271.35,695.3275000000001,26.369063312905144,1213.45,18.5
4094,6900,268.35,562.4275,23.71555396780771,1213.45,18.25
4242,7049,264.95,430.84749999999997,20.75686633381831,1213.45,18.3
4389,7196,265.6,412.93999999999994,20.320925175788624,1213.45,18.4
4537,7344,267.65,473.92749999999995,21.769875975760634,1213.45,18.4
4685,7491,270.65,581.0274999999999,24.104512025759824,1213.45,18.3
4833,7640,271.05,570.7475,23.890322308416017,1213.5,18.45
4980,7787,268.25,451.1875,21.241174637952582,1213.5,18.4
5128,7934,268.05,455.24749999999995,21.336529708460088,1213.5,18.65
5276,8082,268.05,455.24750000000006,21.33652970846009,1213.5,18.45
5424,8230,265.1,278.69,16.69401090211696,1213.5,18.35
5571,8378,264.8,282.2600000000001,16.800595227550723,1213.5,18.55
5719,8525,264.0,300.5,17.334935823359714,1213.5,18.6
5867,8673,263.35,309.8275,17.60191750918064,1213.5,18.45
6014,8821,265.0,416.5,20.40833163195855,1213.5,18.65
6162,8969,264.7,419.40999999999997,20.479501947068925,1213.5,18.7
6309,9116,265.15,404.62749999999994,20.11535483157083,1213.5,18.65
6458,9265,265.1,404.39000000000004,20.10945051462123,1213.5,18.65
6605,9412,268.0,517.2,22.74203157151973,1213.8,18.45
6753,9560,267.7,521.91,22.84534963619511,1213.8,18.45
6900,9707,270.35,577.4275,24.029721180238443,1213.8,18.65
7049,9856,269.55,602.9475,24.554989309710564,1213.8,18.95
7196,10003,269.8,595.3599999999999,24.4,1214.1,18.75
7344,10150,269.9,593.1899999999999,24.35549219375375,1214.1,18.7
7491,10298,267.65,544.9275,23.343682228817286,1214.1,18.75
7640,10446,265.0,416.8,20.415680248279752,1214.0,18.85
7787,10594,268.45,622.2475000000001,24.944889256118177,1214.25,18.85
7934,10741,270.95,713.7475000000002,26.7160532264779,1214.25,18.85
8082,10889,270.85,716.9275,26.77550186271025,1214.25,18.85
8230,11037,270.85,716.9275,26.77550186271025,1213.95,18.85
8378,11185,270.55,720.9474999999999,26.850465545312243,1214.25,18.9
8525,11332,273.7,817.8100000000001,28.597377502141697,1214.25,18.7
8673,11480,274.5,784.05,28.000892842907707,1214.25,18.65
8821,11628,278.65,907.9275,30.131835324121894,1213.95,18.85
8969,11776,278.7,911.4099999999999,30.18956773456685,1214.25,18.95
9116,11923,278.75,909.2875,30.15439437295997,1214.2,18.95
9265,12070,282.55,987.9475000000002,31.431632156157598,1214.2,18.9
9412,12219,282.2,1001.1600000000001,31.641112496244503,1213.9,18.65
9560,12366,279.2,975.36,31.230754073509015,1213.9,18.85
9707,12514,279.3,971.11,31.162637885775972,1213.9,18.85
9856,12661,276.65,963.0274999999999,31.032684382760056,1213.9,18.65
10003,12810,276.95,946.3475000000001,30.76276157954614,1213.6,18.6
10150,12957,277.1,940.79,30.6723002071902,1213.6,18.75
10298,13105,277.15,939.1274999999999,30.645187224097686,1213.6,18.55
10446,13252,277.65,923.7275000000002,30.392885680698374,1213.6,18.25
10594,13401,280.05,967.6475,31.107032966838865,1213.4,18.1
10741,13548,276.7,839.51,28.974298956143873,1213.45,18.0
10889,13696,274.4,773.0400000000002,27.803596889611246,1213.4,18.0
11037,13843,274.6,765.6400000000001,27.670200577516603,1213.4,18.0
11185,13991,275.9,731.1899999999999,27.040525142829605,1213.4,18.0
11332,14139,276.8,719.76,26.828343221302354,1213.4,18.05
11480,14286,273.9,634.7900000000001,25.195039194254097,1213.4,18.1
11628,14434,273.7,640.7099999999999,25.31224999876542,1213.4,18.1
11776,14582,270.05,460.94749999999993,21.469687934387867,1213.4,18.1
11923,14730,267.2,364.76000000000005,19.098691054624663,1213.4,17.95
12070,14877,268.5,372.95,19.31191342151264,1213.45,17.7
12219,15026,264.9,183.59000000000003,13.54953873753642,1213.45,17.65
12366,15173,264.35,194.72750000000002,13.954479567508063,1213.45,17.75
12514,15321,264.95,190.34750000000003,13.796648143661562,1213.45,17.7
12661,15468,264.4,202.64000000000001,14.235167719419396,1213.45,17.7
12810,15617,265.0,195.8,13.992855319769443,1213.45,17.9
12957,15764,265.4,188.44000000000003,13.727344972717777,1213.75,17.7
13105,15911,268.65,354.02750000000003,18.8156185122892,1213.75,17.7
13252,16059,272.9,632.19,25.14338879308038,1213.75,17.95
13401,16207,272.15,651.7275,25.528954150140972,1213.75,18.0
13548,16355,269.6,572.04,23.9173577135937,1214.05,18.1
13696,16502,269.3,577.11,24.023113869771336,1214.05,18.25
13843,16650,271.3,643.9100000000001,25.37538177052712,1214.1,18.3
13991,16798,271.05,651.7475,25.529345859226396,1213.8,18.3
14139,16946,270.4,654.64,25.58593363549589,1214.1,18.3
14286,17093,269.3,658.71,25.665346286383905,1214.1,18.05
14434,17241,269.55,655.7475000000001,25.60756724095438,1214.1,17.9
14582,17389,272.1,715.2899999999998,26.744906057041963,1213.8,17.9
14730,17537,271.8,724.26,26.912079072416535,1214.1,17.75
14877,17684,275.1,833.4900000000001,28.870226878221793,1214.1,17.6
15026,17831,275.0,831.9,28.842676713509096,1214.1,17.85
15173,17980,278.05,898.8474999999999,29.980785513391737,1213.8,17.75
