start_timestamp,end_timestamp,IR_mean,IR_variance,IR_std,US_TOF_us_mean,IR_distance_mean_cm
516,3318,356.1,1060.49,32.56516543793383,921.55,14.3
3466,6268,356.6,966.4399999999999,31.087618113969427,921.6,14.1
6416,9218,350.8,771.76,27.780568748677556,921.0,14.05
9365,12168,356.45,1567.0475000000001,39.58595079065299,921.7,14.0
12315,15118,358.05,1143.7475000000002,33.81933618508796,921.6,14.05
15265,18067,345.9,326.09,18.05796223276591,921.0,14.2
18214,21017,341.1,244.19,15.626579920123277,921.7,14.65
21165,23967,347.6,383.03999999999996,19.571407716360106,921.6,14.35
24115,26916,345.4,422.53999999999985,20.555777776576587,921.0,14.2
27064,29867,340.05,378.7475,19.46143622654813,921.9,14.15
